"年月日","時刻","天","車番","仕入先コード","仕入先名","支払先コード","支払先名","商品コード","品　　名","運送店コード","運送店名","正味重量","調整重量","数量","単位","単　価","金　額","税抜額","かご引","ﾀﾞｽﾄ引","水引","不明差異","返品引","予備","引物金額","取引区分（コード）","取引区分","払区（コード）","払区","デ区（コード）","デ区","データ識別（コード）","データ識別","締日更新フラグ","月次更新フラグ","支払明細書発行フラグ","オンライン送信済フラグ","伝票No.","支払伝票No.","ルート伝票No.","手入力フラグ","継続伝票区分","継続伝票発行区分","ユーザID","ユーザ名","担当","担当名","ﾔｰﾄﾞｺｰﾄﾞ","ヤード名","計量重量","運転者名","自社他社区分","商品分類コード","かご数量","支払運賃単価","支払運賃金額","備考","仮払い金額","売上伝票No.","支払運賃伝票No.","集計区分1（仕入）","グループ名称1（仕入）","集計区分2（仕入）","グループ名称2（仕入）","集計区分3（仕入）","グループ名称3（仕入）","集計区分4（仕入）","グループ名称4（仕入）","集計区分5（仕入）","グループ名称5（仕入）","集計区分6（仕入）","グループ名称6（仕入）","集計区分7（仕入）","グループ名称7（仕入）","集計区分8（仕入）","グループ名称8（仕入）","集計区分9（仕入）","グループ名称9（仕入）","集計区分10（仕入）","グループ名称10（仕入）","得意先コード","得意先名","請求先コード","請求先名","運送店コード(売上)","運送店名(売上)","運転者名","出荷日付","売上日付","伝票番号(売上)","明細行番号","車番(売上)","取引区分(売上)","取引区分名称(売上)","入金区分","入金区分名称","データ区分","データ区分名称(売上)","商品コード(売上)","商品名(売上)","商品分類コード","本数","正味重量(売上)","かご引","ﾀﾞｽﾄ引","水引","不明差異","返品引","出荷時正味重量","単価(売上)","単価種別","売上運賃単価","売上金額","売上税抜額","支払運賃単価","支払運賃金額","備考","消費税課税対象区分","消費税額","消費税課税対象額","データ識別","データ識別名称","集計区分1（売上）","グループ名称1（売上）","集計区分2（売上）","グループ名称2（売上）","集計区分3（売上）","グループ名称3（売上）","集計区分4（売上）","グループ名称4（売上）","集計区分5（売上）","グループ名称5（売上）","集計区分6（売上）","グループ名称6（売上）","集計区分7（売上）","グループ名称7（売上）","集計区分8（売上）","グループ名称8（売上）","集計区分9（売上）","グループ名称9（売上）","集計区分10（売上）","グループ名称10（売上）"
"2026/06/30","10:50","","5122","1124000","高山 藤沢センター","1124000","高山 藤沢センター","1000","段ボールバラ","0000000","","410","0","0","kg","8.00","3280","3280","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084895","000000002","270009349","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","410","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","10:50","","5122","1205069","㈱ブリヂストン横浜工場(ＤＳＰ)","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","210","0","0","kg","7.00","1470","1470","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084896","000000003","270009349","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","210","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","10:50","","5122","1205115","小山㈱戸塚事業所","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","100","0","0","kg","7.00","700","700","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084897","000000004","270009349","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","100","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:01","晴","2154","2000050","㈲北湘ｳﾞｨｰｸﾙ","2000050","㈲北湘ｳﾞｨｰｸﾙ","1000","段ボールバラ","0000000","","490","0","0","kg","14.50","7105","7105","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084898","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","490","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:15","晴","0888","0753000","㈲坂田亮作商店","0753000","㈲坂田亮作商店","3000","段ボールプレス","1700020","㈱Ｕ－ＮＥＴ","13,130","0","22","kg","16.50","216645","216645","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084899","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","13,130","","他社","3000","0","0.00","0","22本","0","000000000","000000000","","","","","","","","","00002","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:20","晴","0203","0753000","㈲坂田亮作商店","0753000","㈲坂田亮作商店","2003","マルチパック原紙","1700021","㈱Ｕ－ＮＥＴ(自社)","3,260","0","0","kg","10.00","32600","32600","180","0","0","0","0","0","1800.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084900","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","3,440","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","00002","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:31","晴","9246","1589000","平塚環興㈱","1589000","平塚環興㈱","1200","雑誌バラ","0000000","","130","0","0","kg","6.00","780","780","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084901","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","130","","他社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:51","晴","0110","1149000","㈲タチオカ商会","1149000","㈲タチオカ商会","1000","段ボールバラ","0000000","","370","0","0","kg","14.50","5365","5365","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084902","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","370","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:52","晴","6902","1161003","ＥＳＰＯＴ（ﾎﾟｲﾝﾄ）(田丸)","1161000","㈱田丸","1970","雑古紙","0000000","","550","0","0","kg","5.50","3025","3025","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084903","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","550","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:53","","6902","1535003","パルシステム相模センター","1535000","㈱パルシステム電力","1998","ミックス紙","0000000","","60","0","0","kg","0.00","0","0","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084904","000000002","270009350","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","60","","自社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:53","","6902","1535002","パルシステム相模青果センター","1535000","㈱パルシステム電力","1998","ミックス紙","0000000","","90","0","0","kg","0.00","0","0","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084905","000000003","270009350","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","90","","自社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:56","晴","8994","0083050","㈱神奈中商事","0083050","㈱神奈中商事","1000","段ボールバラ","0000000","","790","0","0","kg","15.00","11850","11850","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084906","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","790","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:57","晴","6160","0868000","㈱紙商","0868000","㈱紙商","1100","新聞バラ","0000000","","1,210","0","0","kg","25.00","30250","30250","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084907","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,210","","他社","1100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:58","","0000","0075000","協同組合厚木市資源再生センター","0075000","協同組合厚木市資源再生センター","8001","取扱手数料","0000000","","23,320","0","0","","0.40","9328","9328","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","1","仕入入力","未更新","未更新","未発行","未送信","270084989","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","23,320","","他社","8000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:58","","0000","0083050","㈱神奈中商事","0083050","㈱神奈中商事","1000","段ボールバラ　サントリー","0000000","","0","-10,410","0","kg","15.00","-156150","-156150","0","0","0","0","0","0","0.00","0","持込","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084990","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","-10,410","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","11:59","","0000","0083050","㈱神奈中商事","0083050","㈱神奈中商事","9022","プレス加工賃","0000000","","10,410","0","0","","-3.00","-31230","-31230","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","1","仕入入力","未更新","未更新","未発行","未送信","270084991","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","10,410","","他社","9000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:00","","0000","0405000","小田原紙器工業㈱","0405000","小田原紙器工業㈱","1805","台紙 ｺﾄﾌﾞｷﾊﾟｯｸ分紹介料","0000000","","0","14,150","0","kg","1.00","14150","14150","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084992","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","14,150","","他社","1800","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:00","","0000","0557004","ｺｶ･ｺｰﾗ(共栄商社)","0557000","㈱共栄商社","9022","プレス加工賃","0000000","","9,770","0","0","","-4.00","-39080","-39080","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","1","仕入入力","未更新","未更新","未発行","未送信","270084993","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","9,770","","他社","9000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:00","","0000","0106002","ｱﾝﾋﾞｴﾝﾃ（ESPOT運搬）","0106000","アンビエンテ","1000","段ボールバラ","0000000","","0","500","0","kg","7.50","3750","3750","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084994","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","500","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:00","","0000","0106002","ｱﾝﾋﾞｴﾝﾃ（ESPOT運搬）","0106000","アンビエンテ","1970","雑古紙","0000000","","0","2,560","0","kg","7.50","19200","19200","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084994","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","2,560","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:00","","0000","0106002","ｱﾝﾋﾞｴﾝﾃ（ESPOT運搬）","0106000","アンビエンテ","4114","ペットボトル","0000000","","0","40","0","kg","5.00","200","200","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084994","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","40","","他社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:00","","0000","0106002","ｱﾝﾋﾞｴﾝﾃ（ESPOT運搬）","0106000","アンビエンテ","4314","アルミ缶","0000000","","0","10","0","kg","7.50","75","75","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084994","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","10","","他社","4300","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:01","","0000","0106001","ｱﾝﾋﾞｴﾝﾃ(ｻﾞﾋﾞｯｸﾞ運搬)","0106000","アンビエンテ","1970","雑古紙","0000000","","0","2,800","0","kg","7.50","21000","21000","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084995","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","2,800","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:01","","0000","0106001","ｱﾝﾋﾞｴﾝﾃ(ｻﾞﾋﾞｯｸﾞ運搬)","0106000","アンビエンテ","4114","ペットボトル","0000000","","0","260","0","kg","5.00","1300","1300","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084995","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","260","","他社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:01","","0000","0106001","ｱﾝﾋﾞｴﾝﾃ(ｻﾞﾋﾞｯｸﾞ運搬)","0106000","アンビエンテ","4314","アルミ缶","0000000","","0","120","0","kg","7.50","900","900","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084995","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","120","","他社","4300","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:02","","0000","0106000","アンビエンテ","0106000","アンビエンテ","1970","雑古紙　ザ・コンボ","0000000","","0","550","0","kg","7.50","4125","4125","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084996","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","550","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:02","","0000","0106000","アンビエンテ","0106000","アンビエンテ","4114","ペットボトル　ザ・コンボ","0000000","","0","50","0","kg","5.00","250","250","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084996","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","50","","他社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:02","","0000","0106000","アンビエンテ","0106000","アンビエンテ","1970","雑古紙　マックスバリュ","0000000","","0","6,560","0","kg","7.50","49200","49200","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084996","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","6,560","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:02","","0000","0106000","アンビエンテ","0106000","アンビエンテ","4114","ペットボトル　ﾏｯｸｽﾊﾞﾘｭ","0000000","","0","530","0","kg","5.00","2650","2650","0","0","0","0","0","0","0.00","1","引取","1","買掛","1","仕入調整","1","仕入入力","未更新","未更新","未発行","未送信","270084996","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","530","","他社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:10","晴","2154","2000050","㈲北湘ｳﾞｨｰｸﾙ","2000050","㈲北湘ｳﾞｨｰｸﾙ","1805","上台紙","0000000","","800","0","0","kg","11.00","8800","8800","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084908","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","800","","他社","1800","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:10","晴","4820","0925000","㈱湘南リユース","0925000","㈱湘南リユース","1200","雑誌バラ","0000000","","540","0","0","kg","7.00","3780","3780","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084909","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","540","","他社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:10","晴","4820","0925000","㈱湘南リユース","0925000","㈱湘南リユース","1000","段ボールバラ","0000000","","80","0","0","kg","11.00","880","880","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084909","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","80","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:22","晴","1823","0803000","㈲サンクリーン","0803000","㈲サンクリーン","1000","段ボールバラ","0000000","","350","0","0","kg","15.50","5425","5425","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084910","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","350","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:24","晴","0084","8800310","(横持)富士事業所","8800310","(横持)富士事業所","3000","段ボールプレス","1700020","㈱Ｕ－ＮＥＴ","12,560","0","14","kg","0.00","0","0","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084911","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","12,560","","他社","3000","0","0.00","0","14本","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:28","晴","4203","1993000","吉田印刷㈱","1993000","吉田印刷㈱","1803","台紙","1100060","㈲旭満","2,640","0","0","kg","-2.50","-6600","-6600","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084912","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","2,640","","他社","1800","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:35","晴","4313","0621000","㈱クリーンサービス","0621000","㈱クリーンサービス","1000","段ボールバラ","0000000","","770","0","0","kg","15.00","11550","11550","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084913","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","770","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:45","晴","2154","2000050","㈲北湘ｳﾞｨｰｸﾙ","2000050","㈲北湘ｳﾞｨｰｸﾙ","1000","段ボールバラ","0000000","","220","0","0","kg","14.50","3190","3190","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084914","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","220","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:53","","2267","1205136","㈱ﾘﾊﾞｰｸﾚｲﾝ（ＤＳＰ）","1205000","㈱ＤＳＰ","1100","新聞バラ","0000000","","10","0","0","kg","5.00","50","50","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084915","000000001","270009351","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","1100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:53","","2267","1205136","㈱ﾘﾊﾞｰｸﾚｲﾝ（ＤＳＰ）","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","270","0","0","kg","7.00","1890","1890","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084915","000000001","270009351","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","270","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:53","","2267","1709043","富士ロジ厚木金田(ﾎﾟｼﾞﾃｨﾌﾞ)","1709000","(合)ポジティブ","1971","雑がみ","0000000","","10","0","0","kg","1.00","10","10","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084916","000000002","270009351","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/30","12:53","","2267","1709043","富士ロジ厚木金田(ﾎﾟｼﾞﾃｨﾌﾞ)","1709000","(合)ポジティブ","1000","段ボールバラ","0000000","","250","0","0","kg","11.00","2750","2750","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084916","000000002","270009351","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","250","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
